ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2022;Age_of_person_2022;date_of_year
2136;2044;2076;Anatoly Lomakin;1,40;69;2022
2137;2446;2076;Jeffrey Lorberbaum;1,40;67;2022
2138;2047;2076;Gary Magness;1,40;68;2022
2139;2843;2076;Zhongwu Mao;1,40;59;2022
2140;1744;2076;Ilson Mateus;1,40;59;2022
2141;1315;2076;Vadim Moshkovich;1,40;54;2022
2142;1939;2076;Jerry Moyes;1,40;78;2022
2143;2844;2076;George Alexander Muthoot;1,40;66;2022
2144;2845;2076;George Jacob Muthoot;1,40;69;2022
2145;2846;2076;George Thomas Muthoot;1,40;71;2022
2146;2847;2076;Sara George Muthoot;1,40;61;2022
2147;2054;2076;Marius Nacht;1,40;56;2022
2148;1373;2076;Adam Neumann;1,40;43;2022
2149;1591;2076;Simon Nixon;1,40;54;2022
2150;1941;2076;Stefan Olsson;1,40;73;2022
2151;1070;2076;Ranjan Pai;1,40;49;2022
2152;2456;2076;Antonio Percassi;1,40;68;2022
2153;2310;2076;Mark Pincus;1,40;56;2022
2154;1036;2076;Alexey Repik;1,40;42;2022
2155;2462;2076;Matthew Roszak;1,40;49;2022
2156;2068;2076;Subhash Runwal;1,40;78;2022
2157;2070;2076;Carlos Sanchez;1,40;60;2022
2158;2071;2076;Martin Selig;1,40;84;2022
2159;1531;2076;Bhadresh Shah;1,40;70;2022
2160;1601;2076;Shao Jianxiong;1,40;64;2022
2161;1468;2076;Shu Ping;1,40;52;2022
2162;1956;2076;Ben Silbermann;1,40;39;2022
2163;2075;2076;Jared Smith;1,40;47;2022
2164;2848;2076;Sun Qinghuan;1,40;48;2022
2165;2849;2076;Denis Sverdlov;1,40;43;2022
2166;1970;2076;Prachak Tangkaravakoon;1,40;78;2022
2167;2340;2076;Lina Tombolato;1,40;74;2022
2168;2850;2076;Tong Jinquan;1,40;67;2022
2169;2851;2076;Luiza Helena Trajano;1,40;70;2022
2170;2210;2076;John Van Lieshout;1,40;76;2022
2171;1610;2076;Vardis Vardinoyannis;1,40;89;2022
2172;1977;2076;Jens von Bahr;1,40;51;2022
2173;2347;2076;Wang Fuji;1,40;64;2022
2174;2854;2076;Wang Jian;1,40;68;2022
2175;2084;2076;Werner O. Weber;1,40;83;2022
2176;2215;2076;Wei Lidong;1,40;46;2022
2177;2351;2076;Drorit Wertheim;1,40;66;2022
2178;2087;2076;Bo Wu;1,40;67;2022
2179;2355;2076;Eugene Wu;1,40;76;2022
2180;2218;2076;Wu Xushun;1,40;73;2022
2181;2358;2076;Wenbo Xiang;1,40;59;2022
2182;2089;2076;Swift Xie;1,40;42;2022
2183;1768;2076;Xu Bingzhong;1,40;48;2022
2184;2220;2076;Xu Shaochun;1,40;59;2022
2185;2599;2076;Yan Junxu;1,40;52;2022
2186;1867;2076;George Yancopoulos;1,40;62;2022
2187;2855;2076;Gavril Yushvaev;1,40;64;2022
2188;2504;2076;Zhuo Jun;1,40;56;2022
2189;1875;2076;Fredrik Oesterberg;1,40;51;2022
2190;1992;2190;Alberto Alcocer;1,30;79;2022
2191;1880;2190;Alexandra Andresen;1,30;25;2022
2192;1881;2190;Katharina Andresen;1,30;26;2022
2193;2856;2190;Rutger Arnhult;1,30;54;2022
2194;2106;2190;Anant Asavabhokhin;1,30;71;2022
2195;2233;2190;Mehmet Aydinlar;1,30;65;2022
2196;1994;2190;Binny Bansal;1,30;39;2022
2197;2109;2190;Sachin Bansal;1,30;40;2022
2198;1884;2190;Barbara Benetton;1,30;52;2022
2199;2113;2190;Othman Benjelloun;1,30;89;2022
2200;1885;2190;Angela Bennett;1,30;78;2022
2201;2381;2190;Oleg Boyko;1,30;57;2022
2202;2508;2190;Anna Maria Braun;1,30;43;2022
2203;2515;2190;Edouard Carmignac;1,30;74;2022
2204;2118;2190;Anthony Casalena;1,30;39;2022
2205;2390;2190;Chang Jing;1,30;39;2022
2206;2242;2190;Jeffrey Cheah;1,30;77;2022
2207;2519;2190;Chen Shiliang;1,30;58;2022
2208;2521;2190;Yuantai Chen;1,30;54;2022
2209;2244;2190;Cheng Xianfeng;1,30;53;2022
2210;1892;2190;Chu Jian;1,30;59;2022
2211;2002;2190;Chua Thian Poh;1,30;73;2022
2212;2125;2190;Alberto Cortina;1,30;76;2022
2213;1893;2190;Sandor Csanyi;1,30;69;2022
2214;2003;2190;Sasson Dayan;1,30;82;2022
2215;2128;2190;Anand Deshpande;1,30;59;2022
2216;2249;2190;Richard Desmond;1,30;70;2022
2217;2401;2190;Shlomo Eliahu;1,30;86;2022
2218;2254;2190;Jose Roberto Ermirio de Moraes;1,30;64;2022
2219;2255;2190;Jose Ermirio de Moraes Neto;1,30;69;2022
2220;2857;2190;David Fattal;1,30;64;2022
2221;2137;2190;Marvy Finger;1,30;86;2022
2222;2858;2190;Adam Foroughi;1,30;41;2022
2223;1800;2190;Richard Fortin;1,30;73;2022
2224;2859;2190;Luiz Frias;1,30;58;2022
2225;2860;2190;Susumu Fujita;1,30;48;2022
2226;2138;2190;Simona Giorgetta;1,30;44;2022
2227;2861;2190;Premchand Godha;1,30;75;2022
2228;2862;2190;Mikhail Gutseriev;1,30;64;2022
2229;2538;2190;Hang Hong;1,30;54;2022
2230;2014;2190;Alfredo Harp Helu;1,30;78;2022
2231;1907;2190;Jaroslav Hascak;1,30;52;2022
2232;2418;2190;He Zuxun;1,30;56;2022
2233;1808;2190;David Hoffmann;1,30;69;2022
2234;2863;2190;Francis Holder;1,30;81;2022
2235;1577;2190;Hu Rongda;1,30;63;2022
2236;1643;2190;Wei Huang;1,30;62;2022
2237;1021;2190;Zarakh Iliev;1,30;55;2022
2238;2145;2190;Mitchell Jacobson;1,30;71;2022
2239;2147;2190;Jiang Guiting;1,30;63;2022
2240;1914;2190;Rajeev Juneja;1,30;56;2022
2241;2864;2190;Peter Kelly;1,30;64;2022
2242;2865;2190;Kim Nam-jung;1,30;49;2022
2243;2866;2190;Koon Poh Ming;1,30;65;2022
2244;2867;2190;Yuri Kovalchuk;1,30;70;2022
2245;2157;2190;Michael Krasny;1,30;68;2022
2246;2033;2190;Raymond Kwok;1,30;68;2022
2247;1512;2190;Heikki Kyostila;1,30;76;2022
2248;2034;2190;Lee Ho-jin;1,30;59;2022
2249;2037;2190;Bernard Lewis;1,30;96;2022
2250;2164;2190;Fengluan Li;1,30;60;2022
2251;1310;2190;Hua Li;1,30;44;2022
2252;2287;2190;Li Ruiqiang;1,30;42;2022
2253;2444;2190;Lin Zhijun;1,30;46;2022
2254;2445;2190;Lin Zhixiong;1,30;48;2022
2255;2290;2190;Liu Ming Hui;1,30;59;2022
2256;2868;2190;Xuejing Liu;1,30;71;2022
2257;2566;2190;Lu Yonghua;1,30;58;2022
2258;2869;2190;Zhaoxi Lu;1,30;53;2022
2259;2291;2190;Frederic Luddy;1,30;67;2022
2260;2052;2190;Miao Yongjun;1,30;54;2022
2261;2178;2190;Martin Moller Nielsen;1,30;57;2022
2262;2303;2190;Neide Helena de Moraes;1,30;67;2022
2263;2053;2190;Yoshiko Mori;1,30;81;2022
2264;1661;2190;Mofatraj Munot;1,30;77;2022
2265;2180;2190;Randal Nardone;1,30;66;2022
2266;1031;2190;God Nisanov;1,30;49;2022
2267;2056;2190;Vadim Novinsky;1,30;58;2022
2268;1663;2190;Satyanarayan Nuwal;1,30;69;2022
2269;1940;2190;John Ocampo;1,30;63;2022
2270;2870;2190;Pan Gang;1,30;51;2022
2271;2312;2190;Forrest Preston;1,30;89;2022
2272;2871;2190;Riju Raveendran;1,30;39;2022
2273;1464;2190;P.P. Reddy;1,30;64;2022
2274;2872;2190;P.V.Krishna Reddy;1,30;52;2022
2275;2189;2190;Satish Reddy;1,30;54;2022
2276;2873;2190;Lily Safra;1,30;84;2022
2277;1465;2190;Richard Saghian;1,30;40;2022
2278;2193;2190;Deniz Sahenk;1,30;76;2022
2279;2319;2190;Thomas Sandell;1,30;61;2022
2280;2195;2190;Hajime Satomi;1,30;80;2022
2281;2196;2190;James Scapa;1,30;65;2022
2282;2463;2190;Paul Sciarra;1,30;41;2022
2283;2199;2190;Albert Shigaboutdinov;1,30;69;2022
2284;2074;2190;Nobutoshi Shimamura;1,30;96;2022
2285;1957;2190;Ron Sim;1,30;63;2022
2286;2326;2190;Alexander Sixt;1,30;42;2022
2287;2327;2190;Konstantin Sixt;1,30;39;2022
2288;1961;2190;Terry Snow;1,30;78;2022
2289;2331;2190;Marco Squinzi;1,30;50;2022
2290;2332;2190;Veronica Squinzi;1,30;50;2022
2291;2469;2190;Manny Stul;1,30;72;2022
2292;2207;2190;Rustem Sulteev;1,30;68;2022
2293;2472;2190;Sehat Sutardja;1,30;60;2022
2294;2337;2190;Tony Tan Caktiong;1,30;69;2022
2295;1680;2190;Jim Thompson;1,30;82;2022
2296;1974;2190;Carmen Thyssen;1,30;78;2022
2297;1850;2190;August Troendle;1,30;66;2022
2298;2342;2190;Joop van den Ende;1,30;80;2022
2299;1852;2190;Sekar Vembu;1,30;50;2022
2300;2344;2190;Sandro Veronesi;1,30;62;2022
2301;2481;2190;Wan Long;1,30;81;2022
2302;2874;2190;Han Wang;1,30;34;2022
2303;2875;2190;Wang Jianyi;1,30;59;2022
2304;2876;2190;Wang Qinghua;1,30;56;2022
2305;2877;2190;Pengcheng Wen;1,30;59;2022
2306;2086;2190;Alfred West jr;1,30;79;2022
2307;1857;2190;Dan Wilks;1,30;65;2022
2308;1980;2190;Farris Wilks;1,30;70;2022
2309;2878;2190;Gang Xu;1,30;58;2022
2310;2359;2190;Xu Jin;1,30;57;2022
2311;2879;2190;Tony Xu;1,30;37;2022
2312;2880;2190;Ye Yanqiao;1,30;52;2022
2313;2881;2190;Patrick Zalupski;1,30;41;2022
2314;2882;2190;Shengda Zan;1,30;59;2022
2315;2222;2190;Zeng Chaoyi;1,30;53;2022
2316;2604;2190;Zhang Guiping;1,30;70;2022
2317;2223;2190;Peng Zhao;1,30;51;2022
2318;2883;2190;Zheng Zhiguo;1,30;50;2022
2319;2225;2190;Kostyantin Zhevago;1,30;48;2022
2320;2884;2190;Zhou Mingjie;1,30;64;2022
2321;2371;2190;Zhu Xingliang;1,30;62;2022
2322;1546;2190;Zhu Yiwen;1,30;64;2022
2323;2226;2190;Zong Yanmin;1,30;64;2022
2324;2227;2324;Sanjay Agarwal;1,20;51;2022
2325;2228;2324;Hamad bin Jassim bin Jaber Al Thani;1,20;62;2022
2326;2885;2324;Betty Ang;1,20;67;2022
2327;2506;2324;Christian Angermayer;1,20;43;2022
2328;1548;2324;Mika Anttonen;1,20;55;2022
2329;2230;2324;Jose Maria Aristrain;1,20;59;2022
2330;2886;2324;Emilio Azcarraga Jean;1,20;54;2022
2331;2238;2324;Thomas Bailey;1,20;85;2022
2332;1092;2324;Andrei Bokarev;1,20;55;2022
2333;2380;2324;Stephane Bonvin;1,20;55;2022
2334;2887;2324;Ashok Boob;1,20;70;2022
2335;2511;2324;Ludwig Theodor Braun;1,20;32;2022
2336;2241;2324;Friederike Braun-Luedicke;1,20;38;2022
2337;2385;2324;Pradip Burman;1,20;79;2022
2338;2386;2324;Cai Hongbin;1,20;64;2022
2339;2888;2324;Chang Kuo-Cheng;1,20;64;2022
2340;2889;2324;Jiancheng Chen;1,20;63;2022
2341;2395;2324;Chen Xueling;1,20;54;2022
2342;2396;2324;Cheng Lili;1,20;57;2022
2343;2890;2324;Yvon Chouinard;1,20;83;2022
2344;2891;2324;Luigi Cremonini;1,20;82;2022
2345;2892;2324;Tim Draper;1,20;63;2022
2346;2893;2324;Fan Zhaoxia;1,20;54;2022
2347;2405;2324;Gleb Fetisov;1,20;55;2022
2348;2407;2324;Robert Fisher;1,20;68;2022
2349;2532;2324;William Fisher;1,20;65;2022
2350;2006;2324;J. Christopher Flowers;1,20;64;2022
2351;2408;2324;Bernd Freier;1,20;65;2022
2352;2894;2324;Geng Diangen;1,20;65;2022
2353;2261;2324;Dan Gertler;1,20;48;2022
2354;2895;2324;David Girouard;1,20;56;2022
2355;1714;2324;John Goff;1,20;67;2022
2356;2263;2324;Lawrence Golub;1,20;62;2022
2357;2535;2324;Sven Hagstroemer;1,20;78;2022
2358;2266;2324;Fahed Hariri;1,20;41;2022
2359;2267;2324;Richard Hayne;1,20;74;2022
2360;2539;2324;He Yamin;1,20;65;2022
2361;2268;2324;Michael Heine;1,20;72;2022
2362;2141;2324;Heikki Herlin;1,20;35;2022
2363;2541;2324;Hong Feng;1,20;45;2022
2364;2896;2324;Hu Kun;1,20;52;2022
2365;2897;2324;Huang Hongyun;1,20;55;2022
2366;2898;2324;Shanbing Huang;1,20;65;2022
2367;2899;2324;Huang Shih Tsai;1,20;70;2022
2368;2900;2324;Huang Wenbiao;1,20;54;2022
2369;2273;2324;Mohammed Ibrahim;1,20;75;2022
2370;2545;2324;Hedda im Brahm-Droege;1,20;67;2022
2371;2020;2324;Rameshchandra Jain;1,20;73;2022
2372;2151;2324;Laurent Junique;1,20;56;2022
2373;2152;2324;Zbigniew Juroszek;1,20;59;2022
2374;2426;2324;Chatchai Kaewbootta;1,20;70;2022
2375;2274;2324;Shirley Kao;1,20;65;2022
2376;1022;2324;Ipek Kirac;1,20;37;2022
2377;2435;2324;Carsten Koerl;1,20;57;2022
2378;2437;2324;Andrei Kosogov;1,20;61;2022
2379;2901;2324;John Krystynak;1,20;53;2022
2380;2902;2324;John Kusuma;1,20;55;2022
2381;2903;2324;Hartono Kweefanus;1,20;72;2022
2382;2032;2324;Kwek Leng Peck;1,20;66;2022
2383;2159;2324;Kristo Kaeaermann;1,20;41;2022
2384;2283;2324;Guy Laliberte;1,20;62;2022
2385;2904;2324;Lee Sang-ryul;1,20;60;2022
2386;2905;2324;Lee Seung-gun;1,20;40;2022
2387;2906;2324;Hongjing Li;1,20;54;2022
2388;2563;2324;Li Wanqiang;1,20;44;2022
2389;2169;2324;Lu Hongyan;1,20;44;2022
2390;2907;2324;Dalong Lv;1,20;60;2022
2391;2176;2324;Carsten Maschmeyer;1,20;62;2022
2392;2908;2324;Todd McKinnon;1,20;50;2022
2393;2909;2324;Rubens Menin Teixeira de Souza;1,20;66;2022
2394;2299;2324;Lorinc Meszaros;1,20;56;2022
2395;2302;2324;Ulrich Mommert;1,20;81;2022
2396;2910;2324;Park Kwan-ho;1,20;50;2022
2397;2911;2324;George Pedersen;1,20;86;2022
2398;1946;2324;David Penaloza Alanis;1,20;48;2022
2399;1833;2324;Stefan Pierer;1,20;65;2022
2400;2311;2324;Murdaya Poo;1,20;81;2022
2401;2912;2324;Michael Price;1,20;69;2022
2402;1462;2324;Leonid Radvinsky;1,20;40;2022
2403;2913;2324;Megdet Rahimkulov;1,20;76;2022
2404;2315;2324;Andrei Rappoport;1,20;58;2022
2405;2914;2324;Dasari Uday Kumar Reddy;1,20;54;2022
2406;2461;2324;Helena Revoredo;1,20;75;2022
2407;1949;2324;Duke Reyes;1,20;65;2022
2408;2194;2324;Nobutada Saji;1,20;76;2022
2409;1182;2324;Leonard Schleifer;1,20;69;2022
2410;2072;2324;Airat Shaimiev;1,20;60;2022
2411;2073;2324;Radik Shaimiev;1,20;57;2022
2412;2915;2324;Vijay Shekhar Sharma;1,20;43;2022
2413;2198;2324;Devi Shetty;1,20;69;2022
2414;2916;2324;Shum Chiu Hung;1,20;52;2022
2415;2333;2324;Michael Steinhardt;1,20;81;2022
2416;2581;2324;Petter Stordalen;1,20;59;2022
2417;2917;2324;Winarko Sulistyo;1,20;76;2022
2418;1758;2324;Sun Huaiqing;1,20;52;2022
2419;2336;2324;Luc Tack;1,20;60;2022
2420;1276;2324;Lucio Tan;1,20;87;2022
2421;2918;2324;Yoshikazu Tanaka;1,20;45;2022
2422;2919;2324;Stanley Tang;1,20;29;2022
2423;2339;2324;Sam Tarascio;1,20;77;2022
2424;2920;2324;Alexander Tedja;1,20;76;2022
2425;1847;2324;Laurie Tisch;1,20;71;2022
2426;1848;2324;Steven Tisch;1,20;73;2022
2427;2921;2324;Stefania Triva;1,20;57;2022
2428;2922;2324;Maria Grace Uy;1,20;53;2022
2429;829;2324;Wim van der Leegte;1,20;74;2022
2430;2345;2324;Thongma Vijitpongpun;1,20;64;2022
2431;2923;2324;Jianfeng Wang;1,20;52;2022
2432;2081;2324;Wang Jilei;1,20;57;2022
2433;1978;2324;Wang Junmin;1,20;53;2022
2434;2924;2324;Wang Kunxiao;1,20;52;2022
2435;2925;2324;Wang Zhentao;1,20;56;2022
2436;2350;2324;J. Wayne Weaver;1,20;86;2022
2437;1979;2324;Weng Xianding;1,20;60;2022
2438;2486;2324;Horst Wortmann;1,20;80;2022
2439;2354;2324;Wu Chung-yi;1,20;66;2022
2440;2488;2324;Wu Li-gann;1,20;81;2022
2441;2926;2324;Wu Peifu;1,20;60;2022
2442;2490;2324;Xiu Laigui;1,20;67;2022
2443;2496;2324;Yeh Kuo-I;1,20;80;2022
2444;2927;2324;Faxiang Yu;1,20;50;2022
2445;2498;2324;Zeng Chaolin;1,20;39;2022
2446;2928;2324;Zhang Tianyu;1,20;54;2022
2447;2929;2324;Shusheng Zheng;1,20;56;2022
2448;2102;2448;A. Jayson Adair;1,10;52;2022
2449;2229;2448;Joao Alves de Queiroz Filho;1,10;69;2022
2450;2507;2448;Ryuji Arai;1,10;75;2022
2451;2377;2448;Sara Blakely;1,10;51;2022
2452;2378;2448;Lloyd Blankfein;1,10;67;2022
2453;2379;2448;Henadiy Boholyubov;1,10;60;2022
2454;2930;2448;Caspar Callerstroem;1,10;48;2022
2455;2931;2448;Kejian Cao;1,10;59;2022
2456;2526;2448;Turgay Ciner;1,10;66;2022
2457;2932;2448;Dai Lizhong;1,10;53;2022
2458;2933;2448;Pedro de Godoy Bueno;1,10;31;2022
2459;2129;2448;Aydin Dogan;1,10;85;2022
2460;2934;2448;Wolfgang Egger;1,10;56;2022
2461;3123;2448;Gabriel Escarrer;1,10;87;2022
2462;2935;2448;Richard Fairbank;1,10;71;2022
2463;2936;2448;Andy Fang;1,10;29;2022
2464;2531;2448;Benedicte Find;1,10;64;2022
2465;2406;2448;Paul Fireman;1,10;78;2022
2466;2409;2448;Donald Friese;1,10;81;2022
2467;2937;2448;Soichiro Fukutake;1,10;76;2022
2468;2938;2448;Antonio Gallardo Ballart;1,10;86;2022
2469;2412;2448;David Golub;1,10;59;2022
2470;2010;2448;Guan Yihong;1,10;52;2022
2471;2537;2448;Stelios Haji-Ioannou;1,10;55;2022
2472;2939;2448;Mustafa Hamied;1,10;81;2022
2473;2940;2448;Han Arming Hanafia;1,10;64;2022
2474;2941;2448;Ronnen Harary;1,10;50;2022
2475;2942;2448;David Helgason;1,10;44;2022
2476;2419;2448;Christian Herz;1,10;64;2022
2477;2420;2448;Michaela Herz;1,10;64;2022
2478;2943;2448;Eduardo Hochschild;1,10;58;2022
2479;2542;2448;Hong Seok-joh;1,10;69;2022
2480;2944;2448;Huang Jiangji;1,10;64;2022
2481;2945;2448;Huang Xu;1,10;54;2022
2482;2946;2448;Subba Rao Jasti;1,10;95;2022
2483;1302;2448;Long Jiang;1,10;48;2022
2484;2947;2448;Jiang Xuefei;1,10;52;2022
2485;2428;2448;Jonas Kamprad;1,10;56;2022
2486;2429;2448;Mathias Kamprad;1,10;52;2022
2487;2430;2448;Peter Kamprad;1,10;58;2022
2488;2948;2448;Andrew Karam;1,10;40;2022
2489;1104;2448;Samvel Karapetyan;1,10;56;2022
2490;2153;2448;Alexander Karp;1,10;54;2022
2491;2277;2448;Ke Guihua;1,10;56;2022
2492;2555;2448;Kim Jung-woong;1,10;47;2022
2493;2949;2448;Harry Klagsbrun;1,10;67;2022
2494;2950;2448;Alexander Knauf;1,10;47;2022
2495;2951;2448;Martin Knauf;1,10;64;2022
2496;2952;2448;Robert Knauf;1,10;64;2022
2497;2023;2448;Koh Wee Meng;1,10;58;2022
2498;2024;2448;Sergei Kolesnikov;1,10;50;2022
2499;2953;2448;Andrei Komarov;1,10;55;2022
2500;2558;2448;Koo Bon-neung;1,10;73;2022
2501;2436;2448;Koo Bon-sik;1,10;63;2022
2502;2282;2448;Suresh Krishna;1,10;85;2022
2503;2441;2448;Nancy Lerner;1,10;61;2022
2504;2442;2448;Norma Lerner;1,10;86;2022
2505;2443;2448;Randolph Lerner;1,10;60;2022
2506;1928;2448;Li Shui-po;1,10;65;2022
2507;2954;2448;Li Tan;1,10;57;2022
2508;2955;2448;Li Wenmei;1,10;59;2022
2509;550;2448;Lim Hariyanto Wijaya Sarwono;1,10;93;2022
2510;2956;2448;Lin Jie;1,10;53;2022
2511;1447;2448;Liu Chengyu;1,10;59;2022
2512;2957;2448;Lou Boliang;1,10;58;2022
2513;2958;2448;Lun Ruixiang;1,10;54;2022
2514;2959;2448;Lv Yongxiang;1,10;72;2022
2515;2567;2448;Ma Xiuhui;1,10;51;2022
2516;2172;2448;Yasseen Mansour;1,10;60;2022
2517;2298;2448;Jorge Mas;1,10;59;2022
2518;2960;2448;Michael McCain;1,10;64;2022
2519;2569;2448;Gabriella Meister;1,10;64;2022
2520;2570;2448;Ulrike Meister;1,10;55;2022
2521;2300;2448;Jeffrey Michael;1,10;65;2022
2522;2449;2448;Soichiro Minami;1,10;45;2022
2523;2961;2448;Bob Muglia;1,10;62;2022
2524;2962;2448;Erik Must;1,10;79;2022
2525;2963;2448;Kerr Neilson;1,10;72;2022
2526;2183;2448;John Oyler;1,10;54;2022
2527;2964;2448;Park Hyeon-joo;1,10;63;2022
2528;2308;2448;Jose Isaac Peres;1,10;81;2022
2529;2965;2448;Catherine Phillips;1,10;64;2022
2530;2966;2448;John Phillips;1,10;71;2022
2531;2459;2448;Pu Zhongjie;1,10;59;2022
2532;2967;2448;Qian Xiaojun;1,10;47;2022
2533;2968;2448;Anton Rabie;1,10;50;2022
2534;2069;2448;Igor Rybakov;1,10;49;2022
2535;2969;2448;K. Rai Sahi;1,10;75;2022
2536;1382;2448;Karl Scheufele III;1,10;83;2022
2537;2970;2448;Steven Schuurman;1,10;46;2022
2538;2971;2448;Shao Zengming;1,10;64;2022
2539;2972;2448;Analjit Singh;1,10;68;2022
2540;2973;2448;Kavita Singhania;1,10;60;2022
2541;1184;2448;Michael S. Smith;1,10;66;2022
2542;2580;2448;Scott Smith;1,10;72;2022
2543;2974;2448;Ashok Soota;1,10;79;2022
2544;2466;2448;Michael Spencer;1,10;66;2022
2545;1470;2448;Venu Srinivasan;1,10;69;2022
2546;2975;2448;Dirk Stroeer;1,10;53;2022
2547;2976;2448;Susanto Suwarto;1,10;66;2022
2548;2338;2448;Xiuguo Tang;1,10;58;2022
2549;3221;2448;Mehmet Sinan Tara;1,10;63;2022
2550;2977;2448;Robert Toll;1,10;81;2022
2551;2978;2448;Surin Upatkoon;1,10;72;2022
2552;2979;2448;Sunil Vachani;1,10;53;2022
2553;2588;2448;Murat Vargi;1,10;74;2022
2554;2211;2448;Pongsak Viddayakorn;1,10;88;2022
2555;2980;2448;Wang Linxiang;1,10;64;2022
2556;2981;2448;Wang Shumin;1,10;65;2022
2557;2982;2448;Richard Warke;1,10;64;2022
2558;2085;2448;Anne Werninghaus;1,10;36;2022
2559;2484;2448;Allan Wong;1,10;72;2022
2560;2983;2448;Chaoqun Wu;1,10;52;2022
2561;2356;2448;Wu Yonghua;1,10;51;2022
2562;2984;2448;Wu Zhenxing;1,10;52;2022
2563;2596;2448;Franziska Wuerbser;1,10;34;2022
2564;2357;2448;Xia Xinde;1,10;57;2022
2565;2985;2448;Xiong Jun;1,10;48;2022
2566;2986;2448;Jane Yan;1,10;52;2022
2567;2987;2448;Yang Erzhu;1,10;71;2022
2568;2988;2448;Vlad Yatsenko;1,10;38;2022
2569;2600;2448;Yi Xianzhong;1,10;62;2022
2570;1694;2448;Yoshiaki Yoshida;1,10;81;2022
2571;2601;2448;Yu Rong;1,10;50;2022
2572;2989;2448;Igor Yusufov;1,10;65;2022
2573;2990;2448;Zeng Weixiong;1,10;64;2022
2574;2991;2448;Zhang Cheng Fei;1,10;54;2022
2575;2992;2448;Zhang Fangliang;1,10;57;2022
2576;2993;2448;Baoshen Zhong;1,10;54;2022
2577;2994;2448;Zhou Minghua;1,10;58;2022
2578;2995;2578;Krishna Kumar Bangur;1,00;61;2022
2579;2996;2578;Wilbur Ed Bosarge jr;1,00;82;2022
2580;2509;2578;Johanna Braun;1,00;42;2022
2581;2510;2578;Karl Friedrich Braun;1,00;39;2022
2582;971;2578;Jean-Pierre Cayard;1,00;79;2022
2583;2394;2578;Tony Chen;1,00;72;2022
2584;2997;2578;Vivien Chen;1,00;63;2022
2585;2998;2578;Chey Ki-won;1,00;57;2022
2586;2525;2578;Pollyanna Chu;1,00;64;2022
2587;2999;2578;Roy Chi Ping Chung;1,00;69;2022
2588;3000;2578;Doug Clarke;1,00;41;2022
2589;3001;2578;Ronald Clarke;1,00;66;2022
2590;3002;2578;Jean-Paul Clozel;1,00;67;2022
2591;1706;2578;Carl DeSantis;1,00;82;2022
2592;2251;2578;Sefik Yilmaz Dizdar;1,00;84;2022
2593;3003;2578;Charles Dunstone;1,00;58;2022
2594;3004;2578;Larry Fink;1,00;69;2022
2595;3005;2578;Fu Gang;1,00;51;2022
2596;3006;2578;Jorge Gallardo Ballart;1,00;80;2022
2597;3007;2578;Nari Genomal;1,00;82;2022
2598;3008;2578;Ramesh Genomal;1,00;71;2022
2599;3009;2578;Sunder Genomal;1,00;68;2022
2600;3010;2578;Horst-Otto Gerberding;1,00;69;2022
